Title,Link,Date,Content
Питер Морроугийн нэрэмжит ХасБанкны Оюутны тэтгэлэгт хөтөлбөрийн  5 дахь жилийн эзэд тодорлоо,https://www.xacbank.mn/article/peter-morrow-scholarship-fifth,2021.04.30,"Питер Морроугийн нэрэмжит ХасБанкны Оюутны тэтгэлэгт хөтөлбөрийн  5 дахь жилийн эзэд тодорлооХасБанк ТУЗ-ийн хараат бус гишүүн асан Питер Морроугийн нэрэмжит “Оюутны тэтгэлэгт хөтөлбөр”-г 5 дахь жилдээ уламжлал болгон амжилттай зохион байгуулж, тэтгэлэгийн эздээ тодрууллаа.Уг хөтөлбөр нь банк, санхүү, эдийн засгийн чиглэлээр амжилттай суралцаж буй, чадварлаг, өсөх ирээдүйтэй оюутнуудыг нээн илрүүлэх, тэдэнд санхүүгийн дэмжлэг үзүүлэх зорилгоор зохион байгуулагддаг бөгөөд хөтөлбөрт Монгол Улсын шилдэг их, дээд сургуулиудад банк, санхүү, эдийн засгийн чиглэлээр амжилттай суралцаж буй, нийгэм, олон нийтийн ажилд идэвхтэй оролцдог 3, 4-р дамжааны оюутнууд хамрагддаг юм.Энэ жил Ковидын нөхцөл байдалтай холбогдуулан тэтгэлэгт хөтөлбөрийн сонгон шалгаруулалтыг онлайнаар зохион байгуулж, 110 гаруй оюутан материалаа ирүүлснээс шилдэг 5 оюутныг шалгаруулж, тэтгэлэгийг гардуулан өглөө.Тэтгэлэгт шалгарсан оюутнууд:Ц.Дагвацэнд: СЭЗИС-ийн Эдийн засгийн ангийн 4-р дамжааБ.Анунжин: СЭЗИС-ийн Эдийн засгийн ангийн 3-р дамжааГ.Мишээл: СЭЗИС-ийн Нягтлан бодох бүртгэлийн ангийн 4-р дамжааР.Дарханбаяр: МУИС-ийн Санхүү менежмент ангийн 4-р дамжааМ.Золбоо: МУИС-ийн Санхүү менежмент ангийн 4-р дамжааТэтгэлэг хүртсэн оюутнууддаа баяр хүргэхийн сацуу хөтөлбөрт оролцсон нийт оюутан залуустаа сурлагын өндөр амжилт хүсье!Ташрамд дурдахад ХасБанк 1999 оноос эхлэн оюутны тэтгэлэгт хөтөлбөрийг зохион байгуулж эхэлсэн бөгөөд 2009 оноос “Шударга ёсыг бадраах сан” ТББ-тай, 2016 оноос “Монголд та хэрэгтэй” ТББ-тай өнөөг хүртэл тус тус хамтран ажиллаж байна. Мөн 2020 оноос Мэдээллийн технологийн салбарын оюутнуудад зориулсан “Цалинтай оюутан хөтөлбөр”-ийг амжилттай хэрэгжүүлж эхлээд байна."
Хугацаатай хадгаламж цуцлах хүсэлтийг онлайнаар хүлээн авч байна,https://www.xacbank.mn/article/request-form-for-deactivate-time-deposit,2021.04.28,"Хугацаатай хадгаламж цуцлах хүсэлтийг онлайнаар хүлээн авч байнаЦар тахлын улмаас тогтоосон хөл хорионы нөхцөл байдалтай уялдуулан Хугацаатай хадгаламжийн дансийг онлайнаар цуцлах боломжтой боллоо.Харилцагч та Хугацаатай хадгаламжийн дансаа цуцалж, ХасБанк дахь өөрийн харилцах, эсвэл хугацаагүй хадгаламжийн дансанд шилжүүлж авахыг хүсвэл дараах товч дээр дарж хүсэлтээ илгээнэ үү.Хүсэлт илгээх"
"ХАСБАНК ШИНЭЧЛЭГДЛЭЭ! MOBILE CASH, МУЛЬТИ-ГҮЙЛГЭЭ, ГАДААД ГУЙВУУЛГА, БАС БУС...",https://www.xacbank.mn/article/digital-transfers,2021.04.23,"ХАСБАНК ШИНЭЧЛЭГДЛЭЭ! MOBILE CASH, МУЛЬТИ-ГҮЙЛГЭЭ, ГАДААД ГУЙВУУЛГА, БАС БУС...Өнөөдрийн нөхцөлд таны санхүүгийн хэрэгцээг асар их хөнгөвчлөх ХасБанкны шинэчлэгдсэн аппликейшн болон интернэт банканд нэмэгдсэн зарим онцлох давуу талуудаас танд хүргэж байна. Та банкны бүх үйлчилгээг ердөө хурууны үзүүрээр, байгаа газраасаа, аюул эрсдэлгүйгээр авч, эрч хүч, цаг заваа хэмнээрэй!ДАНСГҮЙ, КАРТГҮЙ ХҮНД АГШИН ЗУУР МӨНГӨ ИЛГЭЭХ БОЛОМЖ - MOBILE CASHMobile cash үйлчилгээ нь АТМ-с бэлэн мөнгө авах, мөнгө шилжүүлэх шинэлэг бөгөөд хялбар арга юм. Хүлээн авагчид ХасБанкны байтугай ямар ч банкны данс байх шаардлагагүй. Та хүүхдэдээ өдрийн хоолны мөнгө, картаа мартаад явсан эхнэр нөхөртөө, салбараас хол яваа азай буурлууддаа дутсан мөнгийг нь маш энгийнээр илгээж болно.Шинэчлэгдсэн аппликейшны “Бусад гүйлгээ” хэсэгт байрлах “Mobile cash” цэс рүү орж, илгээх мөнгөн дүн, хүлээн авах хүнийхээ утасны дугаарыг оруулахад түүнд 6 оронтой код очно. Хүлээн авагч ХасБанкны аль ч АТМ-с утасны дугаар, нууц кодоо оруулаад л шууд мөнгөө авах боломжтой. Түүнд өгөх нууц код нь зөвхөн тухайн гүйлгээнд нэг удаа л хэрэглэхэд хүчинтэй байдаг тул танд ямар ч аюул эрсдэлгүй. Мөн гүйлгээ нь 30 минутын туршид л хүчинтэй тул мөнгийг тэр хугацаанд аваагүй тохиолдолд таны данснаас хасагдахгүй юм. Одоо ажлын дундуур очиж өгөх, “Ирээд ав...” гэж хөндий дугарах шаардлагагүй. Mobile cash-аа ашиглаарай!ОЛОН ДАХИН ГҮЙЛГЭЭ ХИЙХ ГЭЖ ОРЖ ГАРАХ ШААРДЛАГАГҮЙ - МУЛЬТИ ГҮЙЛГЭЭМобайл банк, санхүүгийн аппликейшнууд та бидний гүйлгээ хийх асуудлыг аль болох эвтэйхнээр, хамгийн боломжит хувилбараар шийдвэрлэх гэж хичээдэг. Гүйлгээ хийсний дараа хүлээн авагчийнхаа дансыг хүртэл хадгалж, дараа дараагийн гүйлгээг хялбарчилдаг болоод удаж байна. ХасБанк ч харилцагчдынхаа хэрэгцээ шаардлагад нийцүүлж ажиллахыг зорьдог ба хүн болгонд тулгараад байдаггүй ч тулгарсан үедээ толгойны өвчин болдог асуудлыг энэ удаагийн шинэчлэлтээрээ шийдвэрлэлээ.Бид гүйлгээ болгонд зориулж, гүйлгээ хийх үйл явцыг давтдаг. Өөрөөр хэлбэл,олон удаагийн гүйлгээ хийхэд танд нэг үйлдлээ олон дахин хийж, хийх болгондоо “Гүйлгээ” цэс рүү ахин дахин орж гарах шаардлага гардаг. Уншихад хүртэл төвөгтэй энэхүү “хүнд суртлыг” та “Мульти-гүйлгээ” цэсийг ашиглан арилгаарай.Тав хүртэлх данс руу өөр өөр үнийн дүнг ялгаатай гүйлгээний утгатайгаар нэгэн зэрэг шилжүүлж, хоромхон зуурт хурууныхаа үзүүрээр гүйлгээний бүх асуудлаа шийдээрэй!БУСАД БОЛОМЖУУДMobile cash, Мульти-гүйлгээнээс гадна шинэчлэгдсэн ХасБанкаар дамжуулан та хүлээн авагчийн утасны дугаар эсвэл имейл хаягаар мөнгө шилжүүлж, өндөр дүнтэй валютын арилжааны хэлцэл хийх боломжтой. Мэдээж,Өөрийн данс хоорондох гүйлгээХасБанк болон бусад банкны данс руу хийх гүйлгээГадаад гуйвуулга (Swift)Захиалгат гүйлгээ зэрэг таны өдөр тутамдаа хэрэглэж дадсан үйлчилгээнүүд хэвээр төдийгүй улам хялбар болсон.Шинэчлэгдсэн ХасБанкийг:http://bit.ly/XacBankДараагийн нийтлэлээр шинэчлэгдсэн ХасБанканд ямар төрлийн картын үйлчилгээнүүд нэмэгдэж, таны хурууны үзүүрт ойртсоныг онцлох болно!Илүү дэлгэрэнгүй мэдээлэл болон хэрхэн ашиглах зааврыг бид цуврал хэлбэрээр хүргэх учир та бидний Facebook хуудсыг дагаарай:https://www.facebook.com/xacbank"
"БАНКАА ШИНЭЧЛЭЭД, ХУРУУНЫ ҮЗҮҮРЭЭР УДИРД",https://www.xacbank.mn/article/digital,2021.04.20,"БАНКАА ШИНЭЧЛЭЭД, ХУРУУНЫ ҮЗҮҮРЭЭР УДИРДБанкны салбар орох нь байтугай, гадуур картаа уншуулж, товчлуур дарахаас ч аль болох татгалздаг цаг үед бид амьдарч байна. Та бидний ажил амьдрал, өдөр тутмын хэмнэлийг орвонгоор нь өөрчилж буй энэхүү нөхцөл байдал ХасБанкны хамт олон биднийг илүү их санаачилгатай байж, банкны үйлчилгээг харилцагчдадаа илүү хүртээмжтэй, илүү хялбар, илүү хурдан, хамгийн чухал нь илүү найдвартай хүргэхийг шаардаж байна.Энэ зорилгын хүрээнд олон нийтийн газар, үйлчилгээний байгууллагуудаар орж гарах хөдөлгөөнөө хязгаарлаж буй харилцагч танд зориулж бид цахим үйлчилгээгээ өргөжүүлж, ХасБанкны аппликейшнээ улам сайжруулан шинэчиллээ. Та банкны бүх үйлчилгээг ердөө хурууны үзүүрээр, байгаа газраасаа аюул эрсдэлгүйгээр авч, эрч хүч, цаг заваа хэмнээрэй!Шинэчлэгдсэн XacBank аппликейшнд тогтмол хэрэглэдэг үндсэн үйлдлүүдээс гадна картын функцууд болон гүйлгээний цоо шинэ үйлдлүүд таны гар дор, хурууны үзүүрт ирлээ!Үүнээс гадна таны хэрэглээг улам эвтэйхэн болгож, товшилт бүрийг таатай байлгахад анхаарч хэрэглэгчийн интерфейс, дизайнаа ч сайжрууллаа.ШИНЭЭР НЭМЭГДСЭН ГҮЙЛГЭЭНИЙ ТӨРЛҮҮД:Mobile cashАТМ-с картгүйгээр мөнгө авах;Утасны дугаараарХүлээн авагчийн утасны дугаар, имэйл хаягаар гүйлгээ хийх;Валют арилжааӨндөр дүнтэй валютын арилжааны хэлцэл хийх;Мулти гүйлгээ5 хүртэлх данс руу өөр үнийн дүн, өөр гүйлгээний утгатайгаар зэрэг гүйлгээ хийх;БҮРЭН ЦАХИМЖСАН КАРТЫН ФУНКЦУУД:Карт захиалах, нөхөн авахЦахим банкаар захиалах болон, хаясан картаа нөхөн авах;Эрсдэлтэй онлайн гүйлгээЭрсдэлтэй вэбсайтаас гүйлгээ хийхэд хязгаарлах;Гүйлгээний хязгаар өөрчлөхГүйлгээний хязгаараа ихэсгэх, багасгах боломжтой;Карт түр хаахКартаа хаяж, гээгдүүлсэн, бусад картын мэдээллээалдсан бол картаа түр идэвхгүй болгох;Пин солихАТМ, ПОС гүйлгээний пин код солих;И-пин солихОнлайн худалдааны гүйлгээний пин код солих;Мэдээж таны өдөр тутмын хэрэглээ хэвэндээ үргэлжилнэ...Картын мэдээлэлБоломжит үлдэгдэл;Дансны үлдэгдэл;АТМ боломжит хязгаар / өдрийн хязгаар;ПОС боломжит хязгаар / өдрийн хязгаар;Барьцаалсан дүн;MonPay дансны үлдэгдэл.Шинэчлэгдсэн Хасбанк аппликейшныг татах:http://bit.ly/XacBankИлүү дэлгэрэнгүй мэдээлэл болон аппликейшныг хэрхэн ашиглах талаар бид цуврал хэлбэрээр хүргэх учир та бидний Facebook хуудсыг дагаарай:https://www.facebook.com/xacbank"
"БИЗНЕСЭЭ СЭРГЭЭЖ, ДАХИН ЭХЛЭХЭД ХАСБАНК ХАМТ",https://www.xacbank.mn/article/micro-business-loan,2021.03.01,"БИЗНЕСЭЭ СЭРГЭЭЖ, ДАХИН ЭХЛЭХЭД ХАСБАНК ХАМТКоронавируст цар тахлын улмаас 2020 онд олон бизнес бэрхшээл сорилттой нүүр тулж, халдвараас сэргийлэх хатуу хөл хорио бичил жижиг бизнес, ялангуяа хувиараа аж ахуй эрхлэгчдэд маш хүнд туссан. Хэдийгээр хөл хорио тавигдаж, нийгмийн харилцаа, бизнесийн үйл ажиллагаа сэргэж эхэлж байгаа ч олон мянган бизнес эрхлэгчдэд сар жилээр байсан санхүүгийн хорионоосоо гарахад нь дэмжлэг хэрэгтэй байна.ХасБанк тэдгээр бичил бизнес эрхлэгч харилцагчдадаа бизнесээ сэргээхэд нь бодит туслалцаа үзүүлэх зорилгоор“Бизнесийг дэмжих сарууд”-г зарлан орон даяар хэрэгжүүлж эхэллээ. Энэ хугацаанд 30 хүртэлх сая төгрөгийн зээлийг нэг жилийн хугацаатай,сарын 0.9% /жилийн 10.8%/буюу зах зээл дээрх хамгийн бага хүүгээр санал болгож байна.Мөн цар тахлын сөрөг нөлөөнд харьцангуй бага өртөж, үйл ажиллагаа нь хэвийн үргэлжилж буй бизнес эрхлэгч харилцагчдад тус хямд өртөгтэй зээл нь санхүүгийн эх үүсвэрээ илүү хэмнэлттэй шийдэн, үйл ажиллагаагаа өргөжүүлэх таатай боломж юм.Монгол Улсад үйл ажиллагаа явуулж буй бизнесүүдийн 90% нь бичил, жижиг дунд үйлдвэрлэл, үйлчилгээ эрхлэгчид байдаг. Эдгээр бизнесүүдэд дэмжлэг үзүүлж байгаа нь ажлын байр, ард иргэдийн амьжиргаа, цаашлаад өрхийн санхүүгийн асуудалд ч дэмжлэг үзүүлж буй хэрэг бөгөөд “Бизнесийг дэмжих сарууд” нь үр дүнд хүрч, эдийн засгийг сэргээхэд хувь нэмэр оруулна гэдэгт итгэлтэй байна.ХасБанк бичил, жижиг дунд бизнес эрхлэгчдийг үргэлж дэмжиж, ажлын байрыг нэмэгдүүлэхэд анхаарсаар ирсэн. Өнгөрсөн 2020 онд бизнесийн үйл ажиллагаанд нь бэрхшээл учирсан харилцагчдынхаа зээлийн гэрээний нөхцөлд өөрчлөлт оруулах хүсэлтийг банкны салбартаа хамгийн түрүүнд онлайнаар хүлээн авч шийдвэрлэх нөхцөлийг бүрдүүлэн, шуурхай зохион байгуулсны хүчинд хүнд цаг үеийг хамтдаа даван туулсан билээ. Цаашид ч бид харилцагчдаа хамгаалж, өсөж дэвжихэд нь чиглэсэн бодлого, үйл ажиллагаа улам өргөжүүлж, бизнесийн мөчлөгийн бүхий л цаг үед үргэлж хамт байх болно.Амьдралд – ашид хамтдаа."
ХасБанк жилийн 3%-ийн хүүтэй “Ажлын байрыг дэмжих зээл”-ийн хүсэлтийг харилцагчдаасаа онлайнаар авч эхэллээ,https://www.xacbank.mn/article/sme-loan-for-job,2021.02.22,"ХасБанк жилийн 3%-ийн хүүтэй “Ажлын байрыг дэмжих зээл”-ийн хүсэлтийг харилцагчдаасаа онлайнаар авч эхэллээКоронавирусийн халдварт цар тахлын эдийн засагт үзүүлж буй сөрөг нөлөөг бууруулах, бизнесийн үйл ажиллагаа, зах зээлийн идэвхжилийг сэргээх зорилтын хүрээнд“Эрүүл мэндээ хамгаалж, эдийн засгаа сэргээх 10 их наядын цогц төлөвлөгөө”-г Монгол Улсын Засгийн газраас боловсруулан, 2-р сарын 17-ны өдөр баталж, гурван жилийн хугацаанд хэрэгжүүлэхээр болсон.Эдийн засгаа сэргээх цогц төлөвлөгөөний гол арга хэмжээнүүдийн нэг болох жижиг, дунд үйлдвэрлэл, үйлчилгээ эрхлэгч аж ахуйн нэгжүүдийн ажлын байрыг дэмжих, хадгалах зорилготой хөнгөлөлттэй нөхцөл бүхий зээл олгох 2 их наяд төгрөгийн санхүүжилтийн хөтөлбөрийг ХасБанк орон даяарх бүх салбар нэгжээрээ дамжуулан хэрэгжүүлэх бэлтгэл ажлыг хангаж эхлээд байна.Санхүүжилтийн хөтөлбөрийн хүрээнд ХасБанкны харилцагч жижиг, дунд үйлдвэрлэл, үйлчилгээ эрхлэгч ААН-үүд жилийн 3%-ийн хүүтэй, 500 сая хүртэлх төгрөгийн зээлийг эхний жил зөвхөн хүүгийн төлбөр төлөх нөхцөлтэйгөөр 3 жилийн хугацаатай авах боломжтой бөгөөд дараах ерөнхий шаардлага тавигдана. Үүнд:Монгол Улсын хуулийн дагуу 2020 оны 12-р сарын 31-ээс өмнө үүсгэн байгуулагдсан, Монгол Улсад үйл ажиллагаа эрхэлдэг байх;Зээлдэгчтэй хамаарал бүхий этгээд нь 2019 оны эцсийн байдлаар чанаргүй зээлийн үлдэгдэлгүй байх;НДШ, татварын өр төлбөргүй /2019 оны эцсийн байдлаар/, татвар болон НДШ-ийн тайланг тогтмол гаргасан байх;2020 оны НДШ, татварын тайлангаа бүрэн мэдүүлсэн байх, “Х” тайлан мэдүүлээгүй байх;Энэхүү хөнгөлөлттэй нөхцөл бүхий“Ажлын байрыг дэмжих зээл”-д хамрагдах хүсэлтэй бизнес эрхлэгч ААН-үүд  дээрх шаардлагуудыг хангаж буй бол ЭНД дарж хүсэлтээ илгээнэ үү."
ХАРИЛЦАГЧДЫН АНХААРАЛД!,https://www.xacbank.mn/article/khariltsagchdiin-ankhaarald,2021.02.17,"ХАРИЛЦАГЧДЫН АНХААРАЛД!УИХ-ын чуулганы 2020 оны 4 дүгээр сарын 29-ний өдрийн хуралдаанаар баталсан“Коронавируст халдвар /КОВИД-19/-ын цар тахлаас урьдчилан сэргийлэх, тэмцэх, нийгэм, эдийн засагт үзүүлэх сөрөг нөлөөллийг бууруулах тухай хууль”-д 2021 оны 1 дүгээр сарын 29-ний өдөр нэмэлт өөрчлөлт орж, мөн өдрөөс мөрдөж эхэлсэн.Уг хуулийн 10 дугаар зүйлийн 4 дэх хэсэгт“Цар тахлын үед банкны хугацаагүй хадгаламж, харилцах дансанд хүү тооцохгүй...”хэмээн заасан бөгөөд хуулийн хэрэгжилтийг хангах үүднээс ХасБанк бүх төрлийн хугацаагүй хадгаламж болон харилцах дансны үлдэгдэлд 2021 оны 6 дугаар сарын 30-ны өдрийг хүртэл хугацаанд хүү тооцохгүй болохыг мэдэгдэж байна.Хуулийн холбоосhttps://www.legalinfo.mn/law/details/15312?lawid=15312"
Арилжааны банкны хувьцааг нээлттэй арилжаалах тухай Хуулийн өөрчлөлтийг ХасБанк дэмжин хүлээн авч байна,https://www.xacbank.mn/article/banking-law-ipo,2021.02.03,"Арилжааны банкны хувьцааг нээлттэй арилжаалах тухай Хуулийн өөрчлөлтийг ХасБанк дэмжин хүлээн авч байнаМонгол Улс, Улаанбаатар хот, 2021 оны 02 дугаар сарын 03ХасБанк ХХК (“ХасБанк”)-ийн Төлөөлөн Удирдах Зөвлөл нь банкны системийн хууль эрх зүйн орчинд хийгдэж буй томоохон өөрчлөлт болох арилжааны банкнуудыг Монголын Хөрөнгийн Биржид бүртгэлтэй, нээлттэй хувьцаат компанийн хэлбэртэйгээр үйл ажиллагаа явуулах тухай зохицуулалтыг дэмжин хүлээн авч байгаагаа үүгээр илэрхийлж байна. Энэхүү шинэчилсэн зохицуулалт нь ХасБанкны өсөлт хөгжилд хувь нэмрээ оруулах, цаашлаад хувьцааг нь ил тодоор, нээлттэйгээр шууд эзэмших боломжийг Монгол Улсын иргэн бүрд ижил тэгш олгоно гэж үзэж байна.ХасБанкны зүгээс тус хуулийн зохицуулалтын хүрээнд анхдагч зах зээлд хувьцаа гаргах талаар Монголбанк, Санхүүгийн Зохицуулах Хороо болон бусад төрийн зохицуулагч байгууллагуудын зөвлөмж, зөвшөөрөлд үндэслэн цаашид мэдээлэх болно.Энэхүү мэдэгдлээр үнэт цаас худалдахаар санал болгоогүй буюу түүнийг худалдан авахыг сурталчлаагүй ба аливаа гэрээ хэлцэл явуулах болзлыг энэхүү мэдэгдэл агуулаагүй. Аливаа үнэт цаасыг нээлттэй сурталчлах үйл ажиллагааг зөвхөн зохих хууль журамд заасан нөхцөл шаардлагын дагуу олон нийтэд арилжаалах шалгуурыг хангаж, үнэт цаасны бүртгэлд орсныг үндэслэн явуулах нь хуульд нийцнэ.ХасБанкны тухайХасБанк нь Монгол Улсын хэмжээнд өөрийн 86 салбар, тооцооны төвөөр дамжуулан олон төрлийн шинэлэг бүтээгдэхүүн, үйлчилгээг санал болгон санхүүгийн багц үйлчилгээг үзүүлж буй системийн нөлөө бүхий арилжааны банк юм. Үүсэн байгуулагдсан цагаасаа эхлэн олон улсын гуч гаруй санхүүжүүлэгч байгууллагаас 1.5 тэрбум гаруй ам.долларын гадаадын хөрөнгө оруулалтыг зээлийн эх үүсвэрийн хэлбэрээр төвлөрүүлж салбартаа манлайлсан хэвээр байна. ХасБанк нь дотоодын бичил, жижиг, дунд үйлдвэрийн хөгжлийг дэмжих бодлогоороо тэр тусмаа өөрийн харилцагч, ард иргэдийн урт хугацааны өсөлт хөгжилтийг хангасан цогц санхүүгийн үйлчилгээг үзүүлдгээрээ үргэлж тэргүүлж ирсэн юм.www.xacbank.mn"
ХасБанк харилцагчдынхаа хамт шинэ жилийн бэлгээ сайн үйлсэд зориуллаа,https://www.xacbank.mn/article/nygift-2021,2020.12.25,"ХасБанк харилцагчдынхаа хамт шинэ жилийн бэлгээ сайн үйлсэд зориуллааШинэ жилийн баярыг чимэглэн гоёсон ногоон гацуур, чин сэтгэлийн бэлэггүйгээр төсөөлөх аргагүй.Зөвхөн гэр бүл, найз нөхөд, ажлын хамт олон гэлтгүй албан байгууллагууд ч бас бэлэг солилцож, нэг нэгэндээ сайн сайхныг хүсэн, мэндчилгээ дэвшүүлдэг.ХасБанк ч мөн жил бүр харилцагч, хамтран ажиллагч байгууллагууддаа шинэ жилийн бэлэг, мэндчилгээний хамт хүргүүлж, талархлаа илэрхийлдэг уламжлалтай.Харин энэ жилийн хувьд бид шинэ жилийн бэлгийн төсвөө бүхэлд нь сайн үйлсэд зориулж, эрхэм харилцагч, хамтрагч таны өмнөөс ирээдүй болсон хүүхэд багачуудынхаа эрүүл мэндийн төлөөх дараах 2 төсөлд дэмжлэг үзүүлж, хамтран ажиллаж байгаадаа баяртай байна.Зүрх мартахгүй төсөлДэлхий нийтэд хамгийн түгээмэл тохиолддог зүрхний төрөлхийн гажигтай, нэн яаралтай хагалгаанд орох шаардлагатай 2,500 хүүхэд манай улсад байгаа ч тэр бүр хагалгааны төлбөр төлөх боломжгүйн улмаас бяцхан хүүхдүүд эрүүл саруул өсөж торних боломж улам хумигдсаар байна. Энэхүү өвчнийг Ковид19-ын улмаас гадаадад эмчлүүлэх боломжгүй болж, гадаадын эмч, тусламжийн багийнхан ч Монголд ирэх үүд хаалга хаалттай байгаа энэ үед бяцхан хүүхдүүдийг эх орондоо аврах шаардлага тулгараад байгаа билээ. Тиймээс зүрхний төрөлхийн гажигтай хүүхдүүдийг эх орондоо эмчлэх “Зүрх мартахгүй” төслийг “Улаанбаатар Сонгдо” эмнэлэг энэ оны тавдугаар сард эхлүүлсэн бөгөөд ХасБанк эрхэм харилцагч тантай хамт тэдгээр бяцхан зүрхнүүдэд амьдрал бэлэглэж байна.ЭХЭМҮТөвд хүүхдийн нарийн мэргэжлийн эмчээр мэргэшин бэлтгэгдэж буй резидент эмч нарын сурах, ажиллах орчинг сайжруулах төсөлХүн амын өсөлт нэмэгдэж, төрөлт ихсэхийн хэрээр хүүхдийн нарийн мэргэжлийн эмч нарын хэрэгцээ шаардлага даган нэмэгдэж, энэ чиглэлээр эмч нарыг мэргэшүүлэн бэлтгэх асуудал ч хурцаар тавигдсаар байна.Ялангуяа хүүхдийн эрүүл мэндийн чиглэлээр төрөлжсөн, Монголдоо цор ганц томоохон эмнэлэг болох ЭХЭМҮТ-ийн хувьд харьяалал харгалзахгүйгээр Монгол Улсын өнцөг булан бүрээс ирсэн өвчтөнүүдийг хүлээн авч, эрүүл мэндийн тусламж, үйлчилгээг хүргэдэг бөгөөд сүүлийн жилүүдэд тус эмнэлэгээр үйлчлүүлэгчдийн тоо ихсэхийн хэрээр төвлөрөл нэмэгдэн, ачаалал үүсэж, нарийн мэргэжлийн эмч мэргэжилтнүүдийн хүрэлцээ дутагдалтай байна. Тухайлбал тус эмнэлэгийн нярайн тасаг гэхэд 46 орны нормтой, түүндээ тохирсон эмчтэй боловч 100 гаруй эх байнга хэвтэн эмчлүүлдэг, нэг эмч 2-3 хүний ажлыг хийж байгааг мэргэжилтнүүд хэлдэг.Иймд Эх хүүхдийн эрүүл мэндийн үндэсний төв төдийгүй цаашилбал Монгол Улсын хэмжээнд хүүхдийн нарийн мэргэжлийн эмч бэлтгэх шаардлага үүсээд байгаа энэ үед уг төслийн ач холбогдол тун өндөр юм.Та бүхэнд шинэ жилийн мэнд хүргэе!Амьдралд – ашид хамтдаа."
ХАСБАНК ТОГТВОРТОЙ САНХҮҮЖИЛТИЙН ШИЛДЭГ БАНКААР ШАЛГАРЛАА,https://www.xacbank.mn/article/xacbank-toc-2020,2020.12.22,"ХАСБАНК ТОГТВОРТОЙ САНХҮҮЖИЛТИЙН ШИЛДЭГ БАНКААР ШАЛГАРЛАА“Монголын тогтвортой санхүүжилтийн хөтөлбөр”-ийн хүрээнд Монголбанк, ТоС холбооноос жил бүр Тогтвортой санхүүжилт (ТоС)-ийн бодлогыг хэрэгжүүлэх, хөгжүүлэхэд ахиц дэвшил, амжилт гаргасан банкуудыг тодруулдаг уламжлалтай бөгөөд2020 оны Шилдэг Тос Банкаар ХасБанкийг шалгарууллаа.Энэ жилийн шалгаруулалтыг ТоС холбоо, Монголбанкнаас гадна Олон Улсын Санхүүгийн Корпораци (IFC) хамтран зохион байгуулснаараа онцлог байлаа.Шалгаруулалтад арилжааны банкнуудын Байгаль орчин нийгмийн эрсдэлийн удирдлагын хэрэгжилт болон ногоон зээлийн бодлого, бүтээгдэхүүн үйлчилгээг чухалчлан авч үздэг бөгөөд энэ оны тухайд 9-р сард ОУСК-тай хамтран хийж гүйцэтгэсэн Тогтвортой санхүүжилтийн хэрэгжилтийн үнэлгээг гол шалгуур үзүүлэлтэд тооцон авч үзсэн байна. Тус үнэлгээгээр ХасБанк А+ буюу хамгийн өндөр үнэлгээ авсан нь шилдэгээр шалгарахад нөлөөлснийг зохион байгуулагчдын зүгээс хэлж байлаа. Үнэлгээнд дараах үзүүлэлтүүд багтсан:Тогтвортой санхүүжилт, Нийгэм байгаль орчны удирдлагын цогц бодлого түүний хэрэгжилтБанкны бүтэц зохион байгуулалтНийгэм байгаль орчины эрсдэлийн удирдлагаНогоон зээл болон ногоон санхүүгийн бүтээгдэхүүнСургалт мэдээлэлХяналт тайлагналтҮлгэрлэн манлайлалХасБанк санхүүгийн зах зээлд үйл ажиллагаа явуулж эхэлсэн цагаасаа ёс зүйтэй, ил тод, байгальд ээлтэй, зөв бизнес болон зөв харилцагчийг дэмжих зарчмыг нэн тэргүүнд тавьж ирсэн. Тиймээс банкны нийт үйл ажиллагаа, бодлого журам, процесст Нийгэм байгаль орчны удирдлагын зарчмууд болон ТоС-ын зарчмуудыг нийцүүлэн ажиллаж байна. Өнгөрсөн хугацаанд хийж гүйцэтгэсэн олон үе шаттай ажлын үр дүнд нийгэм байгаль орчны удирдлагын тогтолцоо нь банкны үйл ажиллагааны бүхий л процесст тусгалаа олж, салшгүй нэгэн эд эс болжээ.Банк санхүүгийн салбар нь нийгэм, байгаль орчны тулгамдсан асуудлуудыг шийдвэрлэхэд харилцагчдаараа дамжуулан онцгой нөлөө үзүүлж чадахуйц, үүрэг оролцоо бүхий салбар юм. Энэ дагуу арилжааны банкуудын санаачилгаар “Монгол Улсын Тогтвортой Санхүүжилтийн хөтөлбөр”-ийг 2015 оноос хэрэгжүүлж эхэлсэн бөгөөд ХасБанк анхныМанлайлагч банкаар сонгогдон ажиллаж байсан билээ.Амьдралд – ашид хамтдаа."
