name,name_en,type,address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time
Анар хүнсний дэлгүүр ATM,Anar Supermarket ATM,atm,"10-р хороо, Худгийн гудамж, 16-р сургуулийн урд, Анар хүнсний дэлгүүр ","10th khoroo, wells street, Sukhbaatar district,  infront of 16th school, Anar Supermarket",Даваа-Ням 08:00-24:00,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00
"Андууд супермаркет, Экспресс АТМ","Anduud Supermarket, Express ATM",atm,"15-р хороо, Хан-Уул дүүрэг, Хүннү хороолол, Андууд супермаркет ","15th khoroo, Khan-Uul district, Khunnu 2222, Anduud Supermarket
",Даваа-Ням 09:00-22:00,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
"Ард салбар, Цэцэг төв Экспресс банк ATM","Xacbank Ard branch Tsetseg tuv, Express bank ATM",atm,"1-р хороо, Бага тойруу, Хас банк Ард салбар Цэцэг төв","1st khoroo, Baga toiruu street, Chingeltei district, Xacbank Ard branch",Даваа-Ням 8-20 цаг,Mon-Sun 8-20 hour,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
"22 товчоо М март, Экспресс банк ","22 Tovchoo M mart, Express bank ATM",atm,"32-р хороо, 22 товчоо М март ","32st khoroo, 22 Tovchoo M mart",Даваа-Ням 08-22 цаг,Mon-Sun 08-22 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,21:59:00
"Асио зах, Экспресс АТМ","Asio Market, Express ATM",atm,"19-р хороо, Да хүрээ гудамж, 16-р хороолол буудлын ард, Асио зах
","19th khoroo, Da Khuree street, 16th district, Bayanzurkh, Asio Market ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-20pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
Бат-Ундрал Аривжих хүнсний дэлгүүр ATM,Bat-Undral Arivjikh mini market ATM,atm,"3-р хороо, Толгойтын гудамж, 65-р сургуулийн урд, Бат-Ундрал Аривжих хүнсний дэлгүүр","3rd khoroo, Tolgoit road, Songinokhairkhan district, infront of 65th school, Bat-Undral Arivjikh mini market ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
"Баялаг ундраа худалдааны төв, Экспресс АТМ ","Bayalag-Undraa market, Express ATM-1",atm,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ","14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг
Мягмар амарна","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00
"Баялаг ундраа худалдааны төв, Экспресс АТМ ","Bayalag-Undraa market, Express ATM-2",atm,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ","14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг 
Мягмар амрана","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00
"Баялаг ундраа худалдааны төв, Экспресс АТМ-3","Bayalag-Undraa market, Express ATM-3",atm,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв ","14th khoroo, Sun road, bayanzurkh district, Bayalag Undraa Center ","Даваа-Ням 08:00-20:00 цаг
мягмар амрана","Mon-Sun 8am-8pm  
Tuesday closed",1800-1888,1,0,1,1,1,1,1,08:00:00,20:00:00
Баялаг хүнсний дэлгүүр ATM,Bayalag mini market ATM,atm,"2-р хороо, Толгойтын гудамж, Толгойтын хуучин эцэс, Баялаг хүнсний дэлгүүр ","2nd khoroo, Tolgoit street, Tolgoit old terminal, Bayalag mini market ",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00
Нисэх Миний Хайпермаркет АТМ,Nisekh Minii Hypermarket ATM,atm,"10-р хороо, нисэх спорт ордны хойно  ","10th khoroo, back side of Nisekh sport complex, Minii hypermarket",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Баянзүрх дүүргийн эрүүл мэндийн нэгдсэн эмнэлэг АТМ,General Health Clinic of Bayanzurkh АТМ,atm,"22-р хороо, БЗД-ийн эрүүл мэндийн нэгдсэн эмнэлэг ","22nd khoroo, Bayanzurkh district, General Health Clinic of Bayanzurkh ",Даваа-Ням 07:00-24:00 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
"Баянмонгол тооцооны төв, Экспресс банк АТМ","Xacbank Bayanmongol branch, express bank АТМ",atm,"26-р хороо, Хүннүгийн гудамж, Элизабет хотхон, Хас банк Баянмонгол тооцооны төв ","Bayanzurkh district, 26th khoroo, Khunnu street, Elizabeth town,Xacbank Bayanmongol branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
"Well mart супермаркет, Экспресс АТМ","Well mart Supermarket, Express ATM",atm,"11-р хороо, Буянт Ухаа хороолол, Well mart","Khan-Uul district, 11st khoroo, buyant Ukhaa, Well mart ",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Бест массаж ATM,Best Massage ATM,atm,"3-р хороо, Монголын Хараагүйчүүдын Үндэсний Холбоо, Бест массаж ","Khan-uul district, 3rd khoroo, Union of the Black Eyed Peas of Mongolia, Best massage ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
Бидний дэлгүүр  ATM,Bidnii Supermarket ATM,atm,"30-р хороо,1-р хороолол, Өнөр хорооллын гудамж, 34-р байрны замын хойно, Бидний дэлгүүр ","Songinokhairkhan, 1st district, 30th khoroo, Bidnii Supermarket",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Амгалан М-Март АТМ,Amgalan M-Mart ATM,atm,"Баянзүрх дүүрэг, Амгалан М-Март ","Bayanzurkh, Amgalan M-Mart",Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
Гүен хүнсний дэлгүүр АТМ,Guyen Mini market ATM,atm,"28-р хороо, Гачууртын зам, Хужирбулан, Гүен хүнсний дэлгүүр ","Bayanzurkh district, 28 th khoroo, the Gachuurt road, Khujirbulan, Guyen Mini market ",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Гэгээ дэлгүүр АТМ,Gegee mini market ATM,atm,"Дэнжийн 1000 цагаан байр, Гэгээ дэлгүүр","Denjiin 1000 white buildings, Gegee Mini Market ",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Да хүрээ Авто холл АТМ,Da Khuree Auto Hall ATM,atm,"19-р хороо Да хүрээ гудамж, Авто холл ","Bayanzurkh district, 19th khoroo, Da Khuree street, Auto Hall ","Даваа-Ням 09:00-20:00 цаг
амарна","mon-Sun 9am-8pm
closed",1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
"Да хүрээ Манду, Экспресс АТМ","Da Khuree Mandu, Express ATM",atm,"17-р хороо, Да хүрээ авто худалдааны төв, Манду хоолны газар ","Bayanzurkh district, 17th khoroo, Da Khuree Auto Market, Mandu restaurant ","Мягмар-Ням 10:00-18:00 цаг
Даваа гариг амарна","Мягмар-Ням 10:00-18:00 цаг
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,18:00:00
"Да хүрээ, Нэг цэгийн үйлчилгээний төв АТМ","Da Khuree, One-stop Service Center ATM",atm,"17-р хороо, Да хүрээ авто худалдааны төв, Нэг цэгийн үйлчилгээний төв","Bayanzurkh district, 17th khoroo, Da Khuree Auto Market, One-stop Service Center ",Мягмар-Ням 10:00-19:00 цаг,Tue-Sun 10am-7pm,1800-1888,0,1,1,1,1,1,1,10:00:00,19:00:00
Дако центр АТМ,Dako Center ATM,atm,"14-р хороо, Өргөө кино театрын зүүн хойно Дако центр","Bayangol district, 14th khoroo, north east in the Urgoo Movie Teatre, Dako Center ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Далайхүү АТМ,Dalaikhuu ATM,atm,"14-р хороо, Хайлааст Далайхүү худалдааны төв","Chingeltei district, 14th khoroo, Khailaast, Dalaikhuu Market ",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7 pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00
Да хүрээ Шинэ зоог АТМ,Da khuree Shine zoog ATM,atm,"17-р хороо, Шархадны гудамж, Шинэ зоог","Bayanzurkh district, 17th khoroo, Sharkhad street","Мягмар-Ням 10:00-18:00 цаг
Даваа гариг амарна","Tue-Sun 10am-6 pm
Monday closed",1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00
"Дүнжингарав худалдааны төв, Экспресс АТМ","Dunjingarav Trade Center, Express ATM",atm,"26-р хороо, Дүнжингарав худалдааны төв, баруун жигүүр","Bayanzurkh district, 26th khoroo, Dunjingarav Trade Center ","Мягмар-Ням 10:00-19:30 цаг
Даваа гариг амарна","Tue-Sun 10am-7:30 pm
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,19:30:00
Дэмчиг Хайрхан дэлгүүр,Demchig Khairkhan Mini Market ATM,atm,"Чингэлтэй дүүрэг, Шадивлан зуслангын уулзвар, Дэмчиг Хайрхан дэлгүүр ","Chingeltei district, Intersection of Shadvilan Camp, Demchig Mini Market
",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12 pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
"Саруул зах, Экспресс АТМ","Saruul market, Express ATM",atm,"3-р хороо, 5-р хороолол, Нарны зам Саруул зах","Sukhbaatar district, 5-r khoroolol, Narnii zam, Saruul market",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
ЖМЖ худалдааны төв,GMG shopping center ,atm,"9-р хороо, Баянхошууны гудамж,  Жанцан буудлын ард, ЖМЖ худалдааны төв ","9th khoroo, Bayankhoshuu street, Jantsan bus station, GMG shopping center ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
"Жуков худалдааны төв, Экспресс АТМ","Jukov Market, Express ATM",atm,"4-р хороо, 15-р хороолол, Хилчдийн гудамж, Жуков худалдааны төв ","4th Khoroo, 15th Microdistrict, Khilchid Street, Jukov Market","Мягмар-Ням 09:00-21:00 цаг
Даваа гариг амарна","Tue-Sun 9am-9pm
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,21:00:00
"Зайсан Миний дэлгүүр, Экспресс АТМ ","Zaisan Minii delguur, Express ATM ",atm,"11-р хороо, Зайсангийн гудамж Миний дэлгүүр","11st khoroo, Zaisan road, Minii delguur",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
"Зуун айл тооцооны төв, Экспресс АТМ","100 ail branch, Express ATM ",atm,"10-р хороо, Цагдаагийн гудамж, Хаш төв, Хас банк Зуун айл тооцооны төв","10th khoroo, Khash center, 100 ail branch Xacbank","Мягмар-Ням 09:00-19:00 цаг
Даваа гариг амарна","Tue-Sun 9am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00
Зүтгүүрийн депо ажилчдад зориулсан ATM ,Depot station ATM for employee,atm,"3-р хороо, Нарны зам, Саруул зах замын урд, Зүтгүүрийн депо ","3-р хороо, Нарны зам, Саруул зах замын урд, Зүтгүүрийн депо ",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00
Имарт Хороолол салбар АТМ,E-mart Solo ATM,atm,"13-р хороо, Ард Аюушийн өргөн чөлөө, Имарт Хороолол салбар","13rd khoroo, Ard Ayush avenue, E-mart ",Даваа-Ням 09:00-22:00 цаг,"Mon-Sun 9am-10pm
",1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
"Имарт Чингис, Экспресс АТМ ","E-mart Chinggis, Express ATM",atm,"1-р хороо, 12-р хороолол, Токиогийн гудамж-23, Имарт Чингис 2-р давхарт","1st Khoroo, 12th Microdistrict, Tokyo Street, E-mart Chinggis 2nd floor",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Хангай хотхон Номин супермаркет ATM,Khangai town Nomin supermarket ATM,atm,"10-р хороо, Хангай хотхоны урд Азжаргал хотхон, Номин супермаркет","10th khoroo, infront of Khangai town, Azjargal town, Nomin supermarket ",Даваа-Ням 08:30-22:30 цаг,Mon-Sun 8:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,08:30:00,22:30:00
Их Монгол Good price АТМ,Good Price Ikh Mongol ATM,atm,"26-р хороо, Хүннүгийн гудамж, Их Монгол Good price","26th Khoroo, Khunnu Street, Good Price Ikh Mongol",Даваа-Ням 08:30-23:00 цаг,Mon-Sun 8:30am-12pm,1800-1888,1,1,1,1,1,1,1,08:30:00,23:00:00
"Их монгол өргөтгөл, Экспресс банк АТМ","Ikh mongol branch, Express bank ATM",atm,"11-р хороо, Их монгол улсын гудамж, Их монгол Плаза, Хас банк Их монгол өргөтгөл ","11st khoroo, Ikh mongol plaza, Ikh mongol branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
"Их монгол өргөтгөл, Экспресс банк","Ikh mongol branch, Express bank",atm,"11-р хороо, Их монгол улсын гудамж, Их монгол Плаза, Хас банк Их монгол өргөтгөл ","11st khoroo, Ikh mongol plaza, Ikh mongol branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
Миний дэлгүүр АТМ,Minii supermarket ATM,atm,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро Миний сүлжээ дэлгүүр ","12th khoroo, 1st microdistrict, Sappora Minii supermarket ",Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,22:00:00
Миний дэлгүүр Шар хад АТМ,Minii Delguur-Shar Khad ATM,atm,"9-р хороо, Шар хадны эцэс, Миний сүлжээ дэлгүүр","9th Khoroo, Shar Khad, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Асайт-Миний дэлгүүр АТМ,Asait-Minii Delguur АТМ,atm,"22-р хороо, Б.Доржийн гудамж, Асайт худалдааны төв, Миний сүлжээ дэлгүүр ","22th Khoroo, B. Dorj Street, Asait Shopping Center, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,"Mon-Sun 8am-11pm
",1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
"Саппоро Миний дэлгүүр, Экспресс АТМ ","Sapporo Minii supermarket, Express ATM ",atm,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро Миний сүлжээ дэлгүүр ","12th khoroo, 1st microdistrict, Sappora Minii supermarket ",Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,22:00:00
"Асайт Миний дэлгүүр, Экспресс АТМ ","Asait Minii Delguur, Express ATM",atm,"22-р хороо, Б.Доржийн гудамж, Асайт худалдааны төв, Миний сүлжээ дэлгүүр ","22th Khoroo, B. Dorj Street, Asait Shopping Center, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
"Шинэ сонголт тооцооны төв, Экспресс банк","Shine songolt branch, Express bank",atm,"ХУД, 3-р хороо, Шинэ сонголт худалдааны төв, Шинэ сонголт тооцооны төв ","3rd khoroo, Shine songolt shopping center, Shine songolt branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
"Мишээл худалдааны төв, Экспресс АТМ",Misheel expo shopping center,atm,"2-р хороо, Чингисийн өргөн чөлөө, Мишээл худалдааны төв","2nd khoroo, Chinggis avenue, Misheel expo shopping center ",Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am78pm,1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00
Монел фунтик хүнсний дэлгүүр АТМ,Monel Funtik Grocery Store АТМ,atm,"5-р хороо, Баруун Алтан-Өлгий гудамж, Монел фунтик хүнсний дэлгүүр ","5th Khoroo, Baruun Altan Ulgii Street, Monel Funtik Grocery Store ","5th Khoroo, Baruun Altan Ulgii Street, Monel Funtik Grocery Store ",Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
"Нарны хороолол М март, Экспресс АТМ","Narnii khoroolol M mart, Express ATM",atm,"3-р хороо,Нарны хороолол М март дэлгүүр ","3st khoroo, narnii khoroolol M mart",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-21pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00
"Эмээлт Шонхор төв, Экспресс АТМ","Emeelt Shonkhor center, Express ATM",atm,"32-р хороо, Эмээлт зам, Хүй 7 худаг явах замд, Шонхор төв ","32 khoroo, Emeelt road, Emeelt Shonkhor center",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
"Нарантуул-2 зах, Экспресс АТ М","Narantuul 2 market, Express ATM ",atm,"12-р хороо, Дэнжийн 1000 гудамж, Нарантуул-2 зах ","12 khoroo, Denjiin 1000 road, Narantuul 2 market ","Мягмар-Ням 08:00-19:00 цаг
Даваа гариг амарна","Tue-Sun 8am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,08:00:00,19:00:00
Мишээл Вокинг стрийт АТМ,Misheel Center Walking street АТМ,atm,"19-р хороо, Чингисийн өргөн чөлөө, Мишээл Вокинг стрийт",19th Misheel Center Walking street,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00
Нисдэг машин авто худалдааны төв,Nisdeg mashin auto market ,atm,"5-р хороо, Их тойруу, Тасганы овоо зүүн талд Нисдэг машин авто худалдааны төв","5th khoroo, Ikh toiruu, Nisdeg mashin autom market ",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00
Нисэх тооцооны төв АТМ,Nisekh branch ATM,atm,"16-р хороо, Баруун Сонсголонгийн гудамж, Хас банк Нисэх тооцооны төв ","16th khoroo, Wes Sonsgolon street, Nisekh branch Xac bank",Даваа-Ням 7:00-24:00 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Номин Их Дэлгүүр АТМ,Nomin department store АТМ,atm,"14-р хороо, 3-р хороолол, Ард Аюушийн өргөн чөлөө, Өргөө кино театр зүүн талд Номин их дэлгүүр ","14th khoroo, 3rd microdistrict, Nomin department store ",Даваа-Ням 8:30-22:30 цаг,Mon-Sun 8:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,08:30:00,22:30:00
"Номин супермаркет, Экспресс АТМ ","Nomin supermarket, Express ATM  ",atm,"11-р хороо, Ривер Стрийт Номин супермаркетт","11st khoroo, River street, Nomin supermarket ",Даваа-Ням 9:00-22:00 цаг,Mon-Sun 9am-10pm,,1,1,1,1,1,1,1,09:00:00,23:59:00
Органик зах,Organic market ,atm," 2-р хороо, Улаанбаатар сувиллын баруун талд, Органик зах"," 2nd khoroo, West of Ulaanbaatar sanatorium, Organic market ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
Харгуйжин хүнс барааны зах,Kharguijin market ,atm,"13-р хороо, Хайлааст, Оргил хүнсний  дэлгүүр","13 khoroo, Khailaast, Orgil supermarket ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
Орд дэлгүүр ,Ord supermarket,atm,"15-р хороо, Шарга морьт гүүр, Орд хүнсний дэлгүүр","15th khoroo, Sharga morit, Ord supermarket ",Даваа-Ням 08:00-23:00цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Отгонтэнгэр хүнсний дэлгүүр АТМ,Otgontenger grocery store АТМ,atm,"21-р хоро, Дарь Эхийн шинэ буудал,  Отгонтэнгэр хүнсний дэлгүүр","21th Khoroo, New Dari Ikh Station, Otgontenger Grocery Store",Даваа-Ням 09:00-24:00цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
"Өгөөж зах, Экспресс АТМ","Uguuj market, Express ATM ",atm,"10-р хороо, Баянхошууны гудамж,  Баянхошуу эцсийн буудал, Өгөөж зах","10th khoroo, End of the Bayankhoshuu bus station, Uguuj market ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
"Рапид мед эмнэлэг, Экспресс АТМ","Rapid Med Hospital, Express ATM",atm,"14-р хороо, Халдварт өвчин судлалын үндэсний төвийн зүүн талд, Рапип Мед эмнэлэг ","14th Khoroo, Eastern side of National Center for Communicable Diseases, Rapid Med Hospital",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00
Саммит зочид буудал  АТМ,Summit hotel АТМ,atm,"7-р хороо, 4-р хорооллын эцэс ГССҮТөвийн хойно Саммит зочид буудал ","7th khoroo, End of 4th microdistrict, Summit hotel ",Даваа-Ням 8:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00
"Сандэй худалдааны төв, Экспресс АТМ","Sunday Shopping Center, Express ATM",atm,"14-р хороо, Намъянжүгийн гудамж, Сандэй худалдааны төв","14th Khoroo, Namyanju Street, Sunday Shopping Center","Мягмар-Ням 10:00-21:00 цаг
Даваа гариг амарна","Tue-Sun 10am-9pm
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,21:00:00
"Сансар зах, Экспресс АТМ","Sansar market, Express ATM",atm,"7-р хороо, Б.Доржийн гудамж, КТМС зүүн чиглэлийн буудлын урд, Сансар зах  
","7th Khoroo, B. Dorj Street, Computer Information Technology University, Sansar Market","Даваа-Ням 10:00-20:00 цаг
Лхагва гариг амарна","Mon-Sun 10am-8pm
Wednesday closed",1800-1888,1,1,0,1,1,1,1,10:00:00,20:00:00
"Сансар салбар, Экспресс банк АТМ","Sansar Branch, Express Bank АТМ",atm,"3-р хороо, Энхтайваны өргөн чөлөө, Зүүн 4 зам, Хас банк Сансар салбар  
","3rd Khoroo, Enkhtaivan Avenue, Eastern 4 zam, XacBank Sansar Branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Болор таац АТМ,Bolor taats АТМ,atm,"3-р хороо, Толгойт их нарангын эцэст байрлах “Болор таац” худалдаа, үйлчилгээний төв","3 th Khoroo, Songinokhairkhan Point, Bolor taats Supermarket",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,"20-р хороо, Товчооны зам, Сансар сүлжээ супермаркет ","11th Khoroo, Bayanzurkh Point, Eastern side of Petrovis Gas Station, Sansar Supermarket",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,,1,1,1,1,1,1,1,09:00:00,23:59:00
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,"4-р хороо, Наадамчдын зам, Яармаг, Сансар сүлжээ дэлгүүр ","4th khoroo, Naadamchdiin road, Yarmag, Sansar supermarket ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
"Содон хороолол, Экспресс АТМ","Sodon, Express ATM  ",atm,"6-р хороо, Үйлдвэрчний эвлэлийн гудамж, Содон хороолол, Сансар сүлжээ супермаркет","6th khoroo, Sodon khoroolol, Sansar supermarket",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Саямаа зах АТМ,Sayamaa market АТМ,atm,"9-р хороо, Баруун Сонсголонгийн гудамж, Нисэх Саямаа зах "," 9th khoroo, West Sonsgolon street, Nisekh Sayamaa market ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
Соёмбо зах АТМ,Soyombo market АТМ,atm,"14-р хороо, Бэлхийн зам, Дарь-Эхийн уулзвар, Соёмбо зах "," 14th khoroo, Belkh road, Dari-Ekh, Soyombo market 
",Даваа-Ням 08:00-21:00 цаг,Mon-Sun 8am-9pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00
Стар караоке АТМ,Star karaoke АТМ,atm,"2-р хороо, Нарангийн гудамж, Толгойт, Стар караоке"," 2nd khoroo, Narangiin road, Tolgoit, Star karaoke ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
Сутай дээд сургууль АТМ,Sutai University АТМ,atm,"5-р хороо, Энхтайвны өргөн чөлөө, Кино үйлдвэр, Сутай дээд сургууль "," 5th Khoroo, Enkhtaivan Avenue, Kino Uildver, Sutai University",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00
Сүхбаатар дүүргийн эрүүл мэндийн төв АТМ,Health center of Sukhbaatar district АТМ,atm,"11-р хороо, Цагдаагийн гудамж, 100 айл, Сүхбаатар дүүргийн эрүүл мэндийн төв"," 11th khoroo, 11th microdistrict, 100 ail, Health center of Sukhbaatar district",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Таац хүнсний дэлгүүр АТМ,Taats supermarket АТМ,atm,"7-р хороо, Баянхошуу тоосгоны үйлдвэр, Хилчин хотхон, Таац хүнсний дэлгүүр","7th khoroo, Khilchin town, Taats supermarket",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00
Тахилт Буудай дэлгүүр АТМ,Takhilt Buudai delguur АТМ,atm,"33-р хороо, Тахилт Буудай дэлгүүр"," 33th khoroo, Takhilt, Buudai delguur",Даваа-Ням 08цаг-23цаг,2023-01-19T14:39:06,1800-1888,1,1,1,1,1,1,1,07:00:00,22:59:00
